Morph-Lemma,Morph-Inflection,Lemma-Priority,Inflection-Priority,Occurrence
normalt,normalt,608,582,776
eu,eu,609,583,775
særlig,særlig,286,584,773
fremtid,fremtiden,373,585,769
medie,medier,366,586,765
sætte,sætter,105,587,764
bane,banen,453,588,763
form,form,525,589,763
egentlig,egentlig,578,590,763
vise,viste,107,591,760
ganske,ganske,615,592,758
britisk,britiske,556,593,758
svært,svært,619,594,754
flertal,flertal,560,595,754
forbi,forbi,617,596,754
forælder,forældre,457,597,751
øjeblik,øjeblikket,476,598,746
svar,svar,422,599,744
penge,pengene,186,600,742
opleve,oplever,261,601,742
historie,historie,334,602,740
således,således,631,603,739
hold,holdet,239,604,737
nogensinde,nogensinde,634,605,737
slet,slet,635,606,737
inde,inde,636,607,735
navn,navn,356,608,735
nå,nå,292,609,732
aftale,aftalen,259,610,729
dag,dagens,50,611,728
klar,klart,158,612,728
radikal,radikale,618,613,727
france,france,648,614,726
barn,børnene,114,615,725
vente,venter,298,616,723
vand,vand,383,617,723
spille,spillet,130,618,722
sidst,sidst,653,619,722
ni,ni,652,620,722
offentlig,offentlige,482,621,721
syd,syd,649,622,720
mor,mor,505,623,720
fælles,fælles,655,624,719
gruppe,gruppe,365,625,717
sag,sager,96,626,716
stemme,stemmer,268,627,715
død,død,318,628,712
stemme,stemme,268,629,712
pludselig,pludselig,633,630,712
juli,juli,656,631,710
spille,spillede,130,632,709
få,færre,26,633,705
gengæld,gengæld,667,634,705
pressemeddelelse,pressemeddelelse,515,635,703
skole,skole,271,636,700
svare,svarer,363,637,699
klub,klubben,339,638,698
tale,taler,118,639,698
såkaldt,såkaldte,421,640,696
selskab,selskabet,323,641,695
besøg,besøg,589,642,694
pege,peger,501,643,694
forsøge,forsøger,255,644,691
film,film,455,645,690
bil,bilen,236,646,688
hjemmeside,hjemmeside,632,647,688
slutning,slutningen,666,648,686
mangle,mangler,335,649,685
bruge,bruges,112,650,685
myndighed,myndigheder,420,651,683
yderligere,yderligere,683,652,681
slags,slags,594,653,681
vinde,vinde,148,654,680
politiker,politikere,319,655,678
beslutning,beslutning,350,656,677
omgang,omgang,684,657,676
invasion,invasion,661,658,675
køre,kørt,133,659,675
blå,blå,647,660,675
glad,glad,432,661,673
sætte,satte,105,662,672
økonomisk,økonomisk,390,663,671
vinde,vinder,148,664,669
område,områder,198,665,668
