Morph-base,Morph-inflected
目覚める,目覚めれ
生放送,生放送
演者,演者
アンチ,アンチ
きく,きく
物販,物販
子連れ,子連れ
じじ,じじ
気味が悪い,気味が悪い
読み取る,読み取る
入園,入園
新居,新居
上機嫌,上機嫌
至る,至り
お払い箱,お払い箱
導線,導線
ワークショップ,ワークショップ
スーパーマン,スーパーマン
あらす,あらす
甘口,甘口
フルネーム,フルネーム
推す,推す
広報,広報
リーチ,リーチ
努める,努める
リハーサル,リハーサル
あふれ,あふれ
脂っこい,脂っこい
映す,映す
キャッチボール,キャッチボール
につれて,につれて
境目,境目
堅い,堅
延長線,延長線
定年,定年
体毛,体毛
粘膜,粘膜
みそ汁,みそ汁
よそう,よそっ
臨む,臨め
疎い,疎く
ユーザー,ユーザー
曜日,曜日
屋内,屋内
濃縮,濃縮
屈指,屈指
織り込み,織り込み
不知火,不知火
遠目,遠目
火花,火花
チラチラ,チラチラ
中学年,中学年
日誌,日誌
軽やか,軽やか
めくる,めくる
ゆるやか,ゆるやか
どる,どろ
記号,記号
かたい,かたい
音程,音程
こまめ,こまめ
しねる,しね
裾野,裾野
田舎町,田舎町
ことわざ,ことわざ
最優秀,最優秀
押さえる,押さえれ
共働き,共働き
傷む,傷ま
ばり,ばり
勝ち誇る,勝ち誇っ
ハッパ,ハッパ
浮かべる,浮かべる
鈍行,鈍行
座談,座談
前期,前期
書記,書記
お疲れ様,お疲れ様
持つ,持と
火曜,火曜
復習,復習
なるい,なるく
混む,混み
すべる,すべっ
お父ちゃん,お父ちゃん
チャーハン,チャーハン
小指,小指
加味,加味
野山,野山
主体,主体
乗り換え,乗り換え
駆け足,駆け足
通勤,通勤
もろい,もろう
フワッ,フワッ
さけ,さけ
ギスギス,ギスギス
ミュージカル,ミュージカル
修道,修道
庭師,庭師
よろこぶ,よろこぶ
独創,独創
文芸,文芸
けい,けい
方言,方言
英会話,英会話
サーブ,サーブ
前半,前半
ちぎる,ちぎっ
夜遊び,夜遊び
いたる,いたら
蚊,蚊
標準,標準
焼く,焼こ
よろこぶ,よろこび
ためらう,ためらい
多数決,多数決
並ぶ,並ぼ
人人,人人
閉会,閉会
澄む,澄ん
ななめ,ななめ
刻み,刻み
寄る,寄ろ
萎縮,萎縮
旨,旨
潰す,潰せ
画策,画策
駐留,駐留
オプション,オプション
正しい,正しくっ
照射,照射
転用,転用
吸い上げる,吸い上げ
煌めく,煌めく
押収,押収
インター,インター
在,在
顧客,顧客
入寮,入寮
小銭,小銭
復学,復学
暴行,暴行
学内,学内
果たす,果たせ
忘れ,忘れ
プロトコル,プロトコル
適正,適正
ピット,ピット
創案,創案
奪い合い,奪い合い
抑止,抑止
そらせる,そらせ
突っ込む,突っ込み
多種,多種
提唱,提唱
艦長,艦長
のっとる,のっとり
とぶ,とぶ
登り,登り
船長,船長
秘訣,秘訣
本場,本場
抜け出せる,抜け出せ
天空,天空
まき散らす,まき散らし
狂わせる,狂わせる
しびれる,しびれる
通算,通算
減少,減少
果敢,果敢
狂わせる,狂わせ
早める,早め
スイング,スイング
ハント,ハント
たたき出す,たたき出し
テーピング,テーピング
レインボー,レインボー
バーディー,バーディー
ならす,ならさ
月曜日,月曜日
立ち去れる,立ち去れ
取り入る,取り入り
鈴虫,鈴虫
炊事,炊事
くたびれる,くたびれ
読み上げる,読み上げ
均等,均等
混ぜる,混ぜる
差し入れる,差し入れ
本館,本館
ロッカー,ロッカー
しみる,しみ
キメる,キメ
座布団,座布団
突き抜ける,突き抜け
いたい,いたし
細い,細かっ
卒業生,卒業生
城跡,城跡
ビッシリ,ビッシリ
ごわごわ,ごわごわ
済ませる,済ませる
星座,星座
あわび,あわび
水面,水面
揺れ,揺れ
捕れる,捕れ
食費,食費
見取り図,見取り図
動き回る,動き回っ
安眠,安眠
隠れる,隠れよ
着陸,着陸
主観,主観
あふる,あふ
主砲,主砲
装てん,装てん
元素,元素
つけ狙う,つけ狙う
艦内,艦内
グリー,グリー
カスタム,カスタム
絶景,絶景
よせる,よせよ
浮力,浮力
戻る,戻
弾痕,弾痕
セラピー,セラピー
拒む,拒む
オムツ,オムツ
造る,造り
迂回,迂回
銃座,銃座
立証,立証
突き進む,突き進ん
サブ,サブ
マルチ,マルチ
旅立つ,旅立ち
待ち構える,待ち構え
そり,そり
ピアス,ピアス
番人,番人
行き違い,行き違い
疎遠,疎遠
感電,感電
がんばる,がんばる
伝い,伝い
はずれ,はずれ
おす,おし
抱きつく,抱きつく
入口,入口
汚物,汚物
端正,端正
たたえる,たたえよ
バッジ,バッジ
ほくろ,ほくろ
かざす,かざし
良識,良識
酒浸り,酒浸り
隅々,隅々
逃げ帰る,逃げ帰っ
ホープ,ホープ
働き者,働き者
分かれ道,分かれ道
品種,品種
そう,そい
熱弁,熱弁
真偽,真偽
やり手,やり手
積み込み,積み込み
すませる,すませ
夜逃げ,夜逃げ
つきもの,つきもの
アサ,アサ
由々しき,由々しき
改め,改め
邪険,邪険
只,只
譲る,譲れ
安直,安直
特大,特大
海中,海中
不埒,不埒
シャイ,シャイ
飛び交う,飛び交う
渇望,渇望
脚色,脚色
人間味,人間味
狂気,狂気
男役,男役
引き返せる,引き返せ
酔いしれる,酔いしれ
役柄,役柄
飛び入り,飛び入り
順当,順当
かしこい,かしこい
前もって,前もって
ときには,ときには
シャモ,シャモ
はじめる,はじめる
むく,むか
溜まる,溜まっ
浅い,浅き
伝う,伝う
くぐる,くぐら
ジュゴン,ジュゴン
山吹,山吹
海洋,海洋
実る,実る
あがき,あがき
タッグ,タッグ
解き放つ,解き放つ
もえる,もえ
ディッシュ,ディッシュ
燃えつきる,燃えつき
マイクロ,マイクロ
スピン,スピン
ザクロ,ザクロ
許容,許容
取り合う,取り合っ
携わる,携わる
プロペラ,プロペラ
多い,多けれ
鉛筆,鉛筆
無上,無上
霊宝,霊宝
基づく,基づい
背信,背信
聖歌,聖歌
あがめる,あがめ
強み,強み
末期,末期
前立腺,前立腺
やすい,やすぅ
夜這い,夜這い
忠義,忠義
篭絡,篭絡
生肉,生肉
まがい,まがい
住まう,住まわ
株価,株価
とっつぁん,とっつぁん
もめる,もめる
太古,太古
毒薬,毒薬
幽い,幽く
拘置,拘置
局所,局所
慈しむ,慈しむ
淡々,淡々
亡くす,亡くさ
巡り合う,巡り合わ
息災,息災
不詳,不詳
慌ただしい,慌ただしい
代替わり,代替わり
長命,長命
粉末,粉末
行える,行える
慌ただしい,慌ただしく
保身,保身
言い値,言い値
神霊,神霊
野次馬,野次馬
ヘリ,ヘリ
護送,護送
もどき,もどき
規制,規制
政党,政党
いてる,いてる
精算,精算
チャット,チャット
正夢,正夢
気に入る,気に入り
アイスティー,アイスティー
居座る,居座ら
おめでた,おめでた
出直す,出直そ
相合傘,相合傘
過保護,過保護
苗字,苗字
ちんと,ちんと
うらやむ,うらやま
各種,各種
破産,破産
絆創膏,絆創膏
ジャンパー,ジャンパー
痛む,痛ま
おさまる,おさまっ
直線,直線
担ぐ,担ぎ
薄暗い,薄暗い
めぼしい,めぼしい
冷やす,冷やさ
停める,停め
むしる,むしら
突拍子,突拍子
組める,組める
しまいに,しまいに
裏側,裏側
賞味,賞味
方位,方位
恐怖症,恐怖症
まかなう,まかなっ
昇殿,昇殿
持久走,持久走
はかどる,はかどっ
バスケットボール,バスケットボール
わざとらしい,わざとらしい
理系,理系
雑煮,雑煮
林間,林間
さらけ出す,さらけ出し
おかし,おかし
控える,控える
再来年,再来年
瞬発,瞬発
ウキウキ,ウキウキ
ベリー,ベリー
たしなむ,たしなむ
つかす,つかさ
日の出,日の出
祈願,祈願
工芸,工芸
神域,神域
折り紙,折り紙
銅板,銅板
カビ,カビ
片づける,片づけろ
煤払い,煤払い
胴上げ,胴上げ
とりよせる,とりよせ
当地,当地
月明かり,月明かり
夜鳴き,夜鳴き
ホンマに,ホンマに
公用,公用
浮世絵,浮世絵
裾,裾
のく,のき
小槌,小槌
ゴーヤ,ゴーヤ
垣根,垣根
もんじゃ,もんじゃ
カド,カド
粘り,粘り
物産,物産
富くじ,富くじ
最先端,最先端
一挙,一挙
神通力,神通力
町内,町内
あばら屋,あばら屋
探し回る,探し回っ
医院,医院
しす,しし
定める,定める
役立てる,役立て
トレンチ,トレンチ
いきすぎる,いきすぎ
身だしなみ,身だしなみ
振る舞う,振る舞い
かれん,かれん
フレーバー,フレーバー
堅い,堅く
にぎわう,にぎわっ
つられる,つられ
千秋,千秋
代わり映え,代わり映え
ふびん,ふびん
くさる,くさん
登山,登山
ひるむ,ひるん
えらい,えら
引導,引導
おまかせ,おまかせ
今世紀,今世紀
そげる,そげ
室長,室長
水流,水流
ひっかける,ひっかけ
失業,失業
怠る,怠ら
勝てる,勝てれ
ブラックボックス,ブラックボックス
功労,功労
渋滞,渋滞
耳寄り,耳寄り
一身上,一身上
金儲け,金儲け
あやかる,あやかり
器物,器物
けまり,けまり
細い,細
治,治
売り払う,売り払っ
おじゃる,おじゃる
割引,割引
盟,盟
店構え,店構え
栄える,栄える
発注,発注
罷免,罷免
焼き魚,焼き魚
せいや,せいや
堅苦しい,堅苦しく
カリン,カリン
息苦しい,息苦しく
治す,治せ
すばらしい,すばらしき
私闘,私闘
泊まる,泊まり
本分,本分
遺志,遺志
気乗り,気乗り
見劣り,見劣り
寿,寿
関わる,関わん
独りよがり,独りよがり
未来永劫,未来永劫
値踏み,値踏み
七光り,七光り
批評,批評
ポートフォリオ,ポートフォリオ
塗り替える,塗り替え
奇抜,奇抜
家来,家来
風潮,風潮
取り付け,取り付け
配送,配送
パッケージ,パッケージ
ゴンドラ,ゴンドラ
かわいい,かわいくっ
お婆さん,お婆さん
見逃す,見逃さ
余る,余ら
懐く,懐き
名乗る,名乗ら
湯の花,湯の花
仕組む,仕組ま
インドア,インドア
バーベキュー,バーベキュー
溢れる,溢れる
ソーセージ,ソーセージ
低温,低温
王権,王権
法案,法案
言い寄る,言い寄っ
譲り受ける,譲り受け
打ちどころ,打ちどころ
盗掘,盗掘
せがむ,せがん
取り決め,取り決め
べそ,べそ
泣きつく,泣きつい
三振,三振
リリーフ,リリーフ
フォア,フォア
ランナー,ランナー
投球,投球
ホームレス,ホームレス
突き指,突き指
・,・
レフト,レフト
イニング,イニング
死別,死別
ちょろちょろ,ちょろちょろ
ヒザ,ヒザ
いなす,いなす
未だに,未だに
温まる,温まっ
巡,巡
スライダー,スライダー
ジャスト,ジャスト
捕手,捕手
かける,かけん
事細か,事細か
持ち去る,持ち去ら
魅せる,魅せ
噛みしめる,噛みしめ
外回り,外回り
しむ,しも
のる,のり
似顔絵,似顔絵
雪山,雪山
今日日,今日日
つめる,つめ
述べる,述べ
実害,実害
スクランブル,スクランブル
むき,むき
徒党,徒党
淡泊,淡泊
食生活,食生活
煩わしい,煩わしい
献立,献立
ねだる,ねだり
はたく,はたい
お粗末さま,お粗末さま
あんに,あんに
前科,前科
懐く,懐く
まるまる,まるまる
示す,示そ
采配,采配
脅かす,脅かし
自然体,自然体
刻印,刻印
あつい,あつい
治す,治さ
歪み,歪み
行く末,行く末
直訴,直訴
面識,面識
懇意,懇意
すまう,すまい
触媒,触媒
取り込む,取り込も
臣下,臣下
集う,集い
えてして,えてして
まわる,まわる
やり合う,やり合い
会す,会し
助平,助平
祝い事,祝い事
グリル,グリル
回る,回れ
とてつもない,とてつもなく
不文,不文
律,律
とっちめる,とっちめ
拙い,拙
嗜好,嗜好
有無,有無
兜,兜
恥さらし,恥さらし
煽る,煽ら
呼び鈴,呼び鈴
行く先,行く先
責め,責め
サッと,サッと
はなれる,はなれ
滝川,滝川
効,効
抑え込む,抑え込め
日向,日向
大内,大内
博,博
鋒,鋒
番狂わせ,番狂わせ
背負い投げ,背負い投げ
南風,南風
運勢,運勢
そうだ,そうだ
窓側,窓側
療養,療養
はかどる,はかどり
まくら,まくら
気張る,気張る
やおや,やおや
気性,気性
撃ちまくる,撃ちまくっ
煮る,煮る
念じる,念じれ
漫然と,漫然と
取り扱い,取り扱い
閉館,閉館
革製品,革製品
照り,照り
ピリッ,ピリッ
白い,白
コンソメ,コンソメ
塩焼き,塩焼き
切り身,切り身
漬け込む,漬け込ん
残り少ない,残り少ない
入会,入会
揚げる,揚げる
合いびき,合いびき
乗れる,乗れれ
運行,運行
容量,容量
連射,連射
送り込む,送り込む
小心,小心
胸元,胸元
食い止める,食い止め
鍛え上げる,鍛え上げる
至り,至り
好戦,好戦
ハーブ,ハーブ
引きずる,引きずり
おびき出す,おびき出す
候,候
爆ぜる,爆ぜ
山岳,山岳
血族,血族
口利き,口利き
睨みつける,睨みつけ
物の怪,物の怪
燃え盛る,燃え盛る
炎熱,炎熱
暴漢,暴漢
落果,落果
冷やす,冷やす
暴風,暴風
送り込む,送り込ま
寵愛,寵愛
ブドウ,ブドウ
よちよち,よちよち
英知,英知
阿鼻叫喚,阿鼻叫喚
逃げ出せる,逃げ出せる
けしかける,けしかける
立ち話,立ち話
インストラクター,インストラクター
ナイター,ナイター
ゲラゲラ,ゲラゲラ
ひょろひょろ,ひょろひょろ
くねくね,くねくね
キャンバス,キャンバス
咳,咳
ハモ,ハモ
こじる,こじろ
こう,こお
しば,しば
上積み,上積み
所定,所定
口上,口上
燻製,燻製
計れる,計れ
接合,接合
自然薯,自然薯
流す,流そ
継ぐ,継げ
か条,か条
試行錯誤,試行錯誤
怪異,怪異
仕上がる,仕上がっ
もれる,もれる
乗り切る,乗り切る
環,環
口伝,口伝
水脈,水脈
いける,いけれ
につけ,につけ
意気込む,意気込ん
きたす,きたし
臼,臼
クリーナー,クリーナー
吸着,吸着
甲殻,甲殻
浮かぶ,浮かび
売り出す,売り出す
明白,明白
買い手,買い手
はかれる,はかれ
掃除屋,掃除屋
新味,新味
傷害,傷害
覚ませる,覚ませ
はっぴ,はっぴ
きい,きい
Ｄｏ,Ｄｏ
年少,年少
トウガラシ,トウガラシ
欺く,欺き
這う,這い
内閣,内閣
信ぴょう,信ぴょう
早送り,早送り
横丁,横丁
タナ,タナ
思うつぼ,思うつぼ
花開く,花開く
裁く,裁か
雷光,雷光
民草,民草
モグラ,モグラ
減速,減速
広域,広域
バタフライ,バタフライ
エフェクト,エフェクト
チェックポイント,チェックポイント
インサイド,インサイド
切磋琢磨,切磋琢磨
シルバー,シルバー
フォト,フォト
しゃぶしゃぶ,しゃぶしゃぶ
菜の花,菜の花
たんぽぽ,たんぽぽ
季語,季語
トラックメーカー,トラックメーカー
蒸す,蒸す
ダリア,ダリア
巻紙,巻紙
従姉妹,従姉妹
ほっぽる,ほっぽり
薪割り,薪割り
調べる,調べれ
大都市,大都市
竜神,竜神
大尽,大尽
お悔やみ,お悔やみ
たまげる,たまげ
慰労,慰労
ポール,ポール
愚兄,愚兄
気功,気功
キラー,キラー
ヒグマ,ヒグマ
編み物,編み物
暖,暖
特選,特選
やっつける,やっつけろ
貧弱,貧弱
口走る,口走っ
ゼラニウム,ゼラニウム
かげん,かげん
スチーム,スチーム
すみやか,すみやか
ぬぐ,ぬぐ
童謡,童謡
クイーン,クイーン
小人,小人
思い出せる,思い出せん
寺院,寺院
氷柱,氷柱
ゆるむ,ゆるん
胴,胴
弓引く,弓引き
弟子入り,弟子入り
馬手,馬手
つがえる,つがえ
美的,美的
邪気,邪気
正社員,正社員
法規,法規
スペード,スペード
ポロ,ポロ
試乗,試乗
落札,落札
増え,増え
挙兵,挙兵
蒔く,蒔か
屋外,屋外
なにやら,なにやら
蒸留,蒸留
上がれる,上がれる
答える,答えれ
立ち往生,立ち往生
三月,三月
なれる,なれれ
統べる,統べ
まん延,まん延
吐き出す,吐き出す
末席,末席
振りまく,振りまき
窓口,窓口
破れる,破れる
異状,異状
口元,口元
握りしめる,握りしめ
ブランケット,ブランケット
泊まる,泊まれ
座れる,座れよ
漆,漆
ＳＯＳ,ＳＯＳ
みみっちい,みみっちい
おっしゃる,おっしゃり
乃ち,乃ち
助走,助走
仲間外れ,仲間外れ
巾,巾
彩る,彩ら
パテ,パテ
損なう,損なわ
昨日今日,昨日今日
やむない,やむなし
早番,早番
やめる,やめれ
反故,反故
銚子,銚子
奥地,奥地
住居,住居
たい,たき
爪先,爪先
羞恥,羞恥
望める,望める
稲穂,稲穂
すい,す
後顧,後顧
もたげる,もたげ
訴訟,訴訟
辞す,辞さ
業態,業態
わく,わけ
生かす,生かそ
軌跡,軌跡
聞き取る,聞き取り
エキスパート,エキスパート
仲良い,仲良き
混む,混む
ひっかく,ひっかき
天界,天界
正攻法,正攻法
動きだす,動きだす
帰郷,帰郷
試験場,試験場
読む,読も
欠勤,欠勤
早口,早口
不調法,不調法
木漏れ日,木漏れ日
婿養子,婿養子
嫁ぐ,嫁げ
止む,止み
しなる,しなる
質素,質素
巡察,巡察
もてなす,もてなし
巾着,巾着
動ける,動けよ
二流,二流
刃向かう,刃向かっ
筋違い,筋違い
さげすむ,さげすま
婆,婆
事案,事案
特段,特段
おっしゃる,おっしゃれ
水仕事,水仕事
嫌う,嫌え
きっぱり,きっぱり
言い切る,言い切る
おしろい,おしろい
買い与える,買い与え
いやす,いやす
狂わす,狂わさ
おれる,おれ
木っ端みじん,木っ端みじん
ほんに,ほんに
誤る,誤ら
編む,編む
はいつくばう,はいつくばっ
巷,巷
向き合う,向き合え
結う,結っ
芽生える,芽生え
実施,実施
遮蔽,遮蔽
もつ,もて
にあたる,にあたる
挟まる,挟まっ
刺す,刺せ
言い当てる,言い当て
わめく,わめい
亡くなる,亡くなる
義弟,義弟
背く,背か
預かる,預かろ
勝ち得る,勝ち得
外面,外面
御成り,御成り
大罪,大罪
生誕,生誕
切る,切ろ
試せる,試せ
各位,各位
捕捉,捕捉
挺,挺
憎む,憎み
侵蝕,侵蝕
絶命,絶命
鞭,鞭
逆様,逆様
入り乱れる,入り乱れ
一本勝負,一本勝負
キャンディ,キャンディ
更地,更地
あぶり出し,あぶり出し
拠り所,拠り所
地の利,地の利
なにしろ,なにしろ
遮る,遮
触れ合う,触れ合わ
創る,創る
護る,護る
すい,すい
いっき,いっき
多層,多層
切り裂く,切り裂か
無窮,無窮
煽る,煽っ
迂闊,迂闊
小手調べ,小手調べ
編み込む,編み込ん
重き,重き
石塊,石塊
砂利,砂利
参道,参道
永らえる,永らえ
先立つ,先立ち
壇上,壇上
手記,手記
決別,決別
かのう,かのう
出先,出先
ひずむ,ひずみ
のぼせる,のぼせる
理知,理知
すする,すすっ
隊舎,隊舎
のす,のさ
ロケット,ロケット
狒々,狒々
和尚,和尚
燃え尽きる,燃え尽きる
噴く,噴い
へし折る,へし折り
御寝,御寝
アタマ,アタマ
舞い戻る,舞い戻っ
晴らす,晴らさ
脱ぎ捨てる,脱ぎ捨て
踏み入る,踏み入る
居城,居城
すする,すすり
永らえる,永らえる
傾ける,傾ける
脆い,脆い
取らせる,取らせ
不朽,不朽
茶碗,茶碗
厚着,厚着
行く,行きゃ
もたせる,もたせ
処断,処断
然,然
凍る,凍
触る,触
尋,尋
判然,判然
染み入る,染み入っ
抉る,抉
ニシ,ニシ
逸る,逸る
護れる,護れる
無い,無く
にあたり,にあたり
大本,大本
文学部,文学部
盗る,盗
膨らむ,膨らみ
学部,学部
翌年,翌年
くらう,くらい
最寄り駅,最寄り駅
流入,流入
とんずら,とんずら
首つり,首つり
しがみつく,しがみつく
とりとめる,とりとめ
帰途,帰途
霊的,霊的
第六感,第六感
スクエア,スクエア
のちのち,のちのち
一説,一説
ホステス,ホステス
追,追
錯そう,錯そう
頻度,頻度
お構い,お構い
思い返す,思い返し
物語る,物語っ
言霊,言霊
問いかける,問いかける
夜桜,夜桜
カラクリ,カラクリ
にとり,にとり
廃寺,廃寺
鬼子母神,鬼子母神
雑兵,雑兵
へその緒,へその緒
えぐる,えぐる
引き離す,引き離せ
立て替える,立て替え
人差し指,人差し指
こびへつらう,こびへつらっ
ざる,ざる
つのる,つの
隔てる,隔て
交わり,交わり
お点前,お点前
瞑想,瞑想
祭る,祭っ
逝く,逝か
置物,置物
飾り付ける,飾り付け
曰く,曰く
中旬,中旬
すくむ,すくむ
移せる,移せ
持ち帰る,持ち帰れ
命綱,命綱
お神酒,お神酒
含む,含ん
刷り込む,刷り込ん
スゲ,スゲ
立ち塞がる,立ち塞がる
一気呵成,一気呵成
縦列,縦列
振り回す,振り回す
天王,天王
あらがう,あらがい
知り合える,知り合え
ペスト,ペスト
ステッカー,ステッカー
絶交,絶交
ラティス,ラティス
凶兆,凶兆
封じ込める,封じ込める
明け渡す,明け渡す
終末,終末
みずから,みずから
願える,願える
しるこ,しるこ
揺さぶる,揺さぶら
耐える,耐えれ
潔い,潔く
変わる,変わ
参入,参入
くいる,くい
ずらす,ずらし
笑わす,笑わす
色あせる,色あせ
直面,直面
拭く,拭か
カーディガン,カーディガン
シルエット,シルエット
ワイシャツ,ワイシャツ
捕まる,捕まれ
スクープ,スクープ
剥ぐ,剥ぐ
周期,周期
するする,するする
マリモ,マリモ
つくる,つくれ
出る,出ろ
カラカラ,カラカラ
しそ,しそ
ボーダー,ボーダー
脱ぐ,脱ご
ぼかす,ぼかす
脱がす,脱がそ
閉まる,閉まる
拭ける,拭け
競い合う,競い合い
ダークホース,ダークホース
自軍,自軍
挟み撃ち,挟み撃ち
誘える,誘える
あせる,あせる
身一つ,身一つ
単身,単身
担い手,担い手
ぼやく,ぼやか
締まる,締まら
エンブレム,エンブレム
飲み干す,飲み干し
受け取る,受け取ん
休まれる,休まれ
もさ,もさ
クヨクヨ,クヨクヨ
考える,考えりゃ
をもって,をもって
左うちわ,左うちわ
愛想尽かし,愛想尽かし
助け合う,助け合い
山分け,山分け
渓谷,渓谷
可動,可動
起爆,起爆
ファクター,ファクター
かかれる,かかれ
処世,処世
ライフル,ライフル
新月,新月
語らう,語らう
コケる,コケる
まなぶ,まなん
男所帯,男所帯
辛気,辛気
掘り出す,掘り出し
決まって,決まって
巡り会う,巡り会う
飢え死に,飢え死に
どやす,どやさ
だまる,だまっ
動体,動体
となり,となり
行き交う,行き交う
空振り,空振り
押し問答,押し問答
保てる,保てる
セミナー,セミナー
俯瞰,俯瞰
和む,和み
差し込む,差し込む
積もる,積もり
縮まる,縮まっ
ひと味,ひと味
力む,力ま
いたく,いたく
中元,中元
茂み,茂み
なぞる,なぞる
幹事,幹事
しょんぼり,しょんぼり
見落とす,見落とし
叱る,叱り
見落とす,見落とさ
ぬくい,ぬくい
鰆,鰆
レイアウト,レイアウト
ひろう,ひろっ
うずうず,うずうず
くに,くに
切り口,切り口
引き出物,引き出物
プレイベント,プレイベント
万病,万病
撮る,撮れ
終わらす,終わらす
増員,増員
懐かしむ,懐かしむ
パタパタ,パタパタ
補足,補足
むずがゆい,むずがゆい
逡巡,逡巡
クランク,クランク
人肌,人肌
振り回せる,振り回せ
音沙汰,音沙汰
不潔,不潔
一泊,一泊
旅費,旅費
返礼,返礼
シャットアウト,シャットアウト
断る,断ろ
復調,復調
大見得,大見得
勇み足,勇み足
鉄砲玉,鉄砲玉
華奢,華奢
縮める,縮める
かよう,かよっ
付け根,付け根
潮風,潮風
ねらう,ねらっ
正す,正せ
勘ぐる,勘ぐっ
土手,土手
無鉄砲,無鉄砲
名著,名著
口説く,口説か
直近,直近
追い上げ,追い上げ
ローディング,ローディング
沈着,沈着
プランナー,プランナー
小手先,小手先
芳しい,芳しく
初動,初動
グラフ,グラフ
すてる,すて
草の根,草の根
墨,墨
プライス,プライス
決め手,決め手
原形,原形
さす,さそ
トップページ,トップページ
リスキー,リスキー
ポジ,ポジ
かき乱す,かき乱す
許可ない,許可なく
絵文字,絵文字
タンス,タンス
投げつける,投げつけ
もらい泣き,もらい泣き
御社,御社
病原菌,病原菌
優劣,優劣
ラストシーン,ラストシーン
内輪,内輪
解る,解っ
クラゲ,クラゲ
コンテ,コンテ
緩い,緩
上る,上り
理る,理っ
うつる,うつら
バス停,バス停
休戦,休戦
ひと肌,ひと肌
余命,余命
続々,続々
難い,難く
あらまし,あらまし
つぎ込む,つぎ込む
男気,男気
につれ,につれ
包容,包容
返却,返却
成否,成否
疎開,疎開
弾く,弾け
模倣,模倣
囚,囚
防諜,防諜
立ち向かう,立ち向かえ
感化,感化
亡命,亡命
いむ,いま
詰め寄る,詰め寄っ
カモメ,カモメ
先立つ,先立た
無気力,無気力
かくまう,かくまう
タップリ,タップリ
惹く,惹き
交える,交えよ
貨物,貨物
積み荷,積み荷
港湾,港湾
恐ろしく,恐ろしく
催涙,催涙
残り香,残り香
盗む,盗み
裁量,裁量
落とす,落とせ
紛れる,紛れる
青色,青色
疑う,疑い
見抜ける,見抜ける
故国,故国
片目,片目
見抜く,見抜き
踏み切る,踏み切っ
消し飛ぶ,消し飛び
誇る,誇れ
取り払う,取り払う
終戦,終戦
摘発,摘発
夕刻,夕刻
整頓,整頓
一回り,一回り
微力,微力
見つけ出す,見つけ出そ
水鉄砲,水鉄砲
一触即発,一触即発
運び込む,運び込ま
言い換える,言い換える
従って,従って
売り飛ばす,売り飛ばさ
大使館,大使館
支離滅裂,支離滅裂
取り返す,取り返さ
負う,負え
こける,こけん
ギャング,ギャング
朗読,朗読
和らげる,和らげ
和らぐ,和らい
心頭,心頭
浴びせる,浴びせる
握れる,握れる
つる,つら
悪い,悪ぅ
くっつける,くっつける
辞書,辞書
したう,したい
踏んづける,踏んづけ
力学,力学
代わる,代わろ
たげる,たげよ
なぞなぞ,なぞなぞ
細める,細め
言い回し,言い回し
かみしめる,かみしめ
切り上げる,切り上げ
驚愕,驚愕
ぬぐう,ぬぐっ
薄皮,薄皮
倍増,倍増
はた迷惑,はた迷惑
見にくい,見にくい
パプリカ,パプリカ
関数,関数
獅子舞,獅子舞
インコ,インコ
メンズ,メンズ
シール,シール
恋文,恋文
ボヤ,ボヤ
思い上がる,思い上がり
冷たい,冷たかっ
にくい,にくかっ
思い上がる,思い上がっ
当てはめる,当てはめ
寝込む,寝込ま
細菌,細菌
ファスナー,ファスナー
試供,試供
チャーシュー,チャーシュー
インターホン,インターホン
施錠,施錠
婚,婚
繰り上げる,繰り上げ
フライデー,フライデー
敷物,敷物
オリーブ,オリーブ
ツメ,ツメ
磯辺,磯辺
つくねる,つくね
イコール,イコール
着々,着々
おむすび,おむすび
夜半,夜半
土砂崩れ,土砂崩れ
持たす,持たさ
嫌がる,嫌がり
紛れ込める,紛れ込める
後ろめたい,後ろめた
薬局,薬局
うずくまる,うずくまっ
フォーマル,フォーマル
浮かれる,浮かれる
手つき,手つき
戦隊,戦隊
型紙,型紙
ひれ伏す,ひれ伏せ
馴染む,馴染ん
通う,通え
抗う,抗う
嘆く,嘆い
耐えがたい,耐えがたい
有用,有用
引き込む,引き込む
誓う,誓お
つっかえる,つっかえ
かじりつく,かじりつい
抑える,抑えろ
血相,血相
ふ化,ふ化
かえる,かえら
編み,編み
厳命,厳命
追い求める,追い求める
集積,集積
化す,化せ
手ぬるい,手ぬるかっ
燃やせる,燃やせ
くらう,くらわ
流れ込む,流れ込ん
させる,させれ
壊せる,壊せる
散策,散策
不謹慎,不謹慎
見失う,見失い
動く,動こ
カリ,カリ
ワイルド,ワイルド
がっぽり,がっぽり
両替,両替
日本円,日本円
一投,一投
取り締まり,取り締まり
入れ替え,入れ替え
片面,片面
ぬるい,ぬる
図解,図解
抜け毛,抜け毛
蛇足,蛇足
果汁,果汁
尽くせる,尽くせ
全快,全快
石碑,石碑
異なる,異なり
比べもの,比べもの
ニーズ,ニーズ
懇切,懇切
くどい,くどく
めっきり,めっきり
スポーツドリンク,スポーツドリンク
引っ込める,引っ込める
書き入れ時,書き入れ時
骨っぽい,骨っぽい
背負える,背負える
素早い,素早
入り組む,入り組ん
細身,細身
陥落,陥落
考察,考察
脇道,脇道
定型,定型
ます,まさ
働きかける,働きかけ
四角い,四角い
お抱え,お抱え
幾年,幾年
技法,技法
睡眠薬,睡眠薬
